100 4 1.6483e-05 
500 35 1.6539e-05 
1000 35 1.36334e-05 
5000 904 1.52536e-05 
10000 904 1.57288e-05 
50000 1188 2.78253e-05 
100000 3601 2.11767e-05 
500000 3659 0.0003439916 
