100 4 1.25719e-05 
500 35 1.61197e-05 
1000 35 1.52819e-05 
5000 904 1.88297e-05 
10000 904 1.30469e-05 
50000 1188 3.28264e-05 
100000 3601 1.32425e-05 
500000 3659 0.0003198261
