 100 	 8 	 8.381e-06
 100 	 82 	 5.867e-06
 100 	 32 	 6.147e-06
 100 	 37 	 7.263e-06
 100 	 85 	 5.867e-06
 100 	 88 	 6.146e-06
 100 	 98 	 5.867e-06
 100 	 49 	 5.866e-06
 100 	 35 	 6.147e-06
 100 	 4 	 2.793e-06
 500 	 408 	 5.588e-06
 500 	 282 	 5.308e-06
 500 	 232 	 5.308e-06
 500 	 337 	 5.028e-06
 500 	 385 	 5.308e-06
 500 	 88 	 5.308e-06
 500 	 298 	 5.029e-06
 500 	 349 	 5.029e-06
 500 	 35 	 5.309e-06
 500 	 404 	 5.308e-06
 1000 	 408 	 6.984e-06
 1000 	 782 	 6.146e-06
 1000 	 732 	 5.587e-06
 1000 	 337 	 5.588e-06
 1000 	 385 	 5.587e-06
 1000 	 88 	 5.587e-06
 1000 	 298 	 5.588e-06
 1000 	 849 	 5.867e-06
 1000 	 35 	 5.308e-06
 1000 	 904 	 5.867e-06
 5000 	 3408 	 1.0896e-05
 5000 	 3782 	 6.146e-06
 5000 	 1732 	 5.866e-06
 5000 	 1337 	 6.146e-06
 5000 	 4385 	 6.146e-06
 5000 	 1088 	 5.867e-06
 5000 	 4298 	 5.867e-06
 5000 	 3849 	 6.425e-06
 5000 	 3035 	 6.146e-06
 5000 	 904 	 6.147e-06
 10000 	 8408 	 9.779e-06
 10000 	 3782 	 5.867e-06
 10000 	 1732 	 6.146e-06
 10000 	 6337 	 7.264e-06
 10000 	 4385 	 6.146e-06
 10000 	 1088 	 6.425e-06
 10000 	 9298 	 5.867e-06
 10000 	 8849 	 5.588e-06
 10000 	 3035 	 6.146e-06
 10000 	 904 	 5.867e-06
 50000 	 16728 	 8.661e-06
 50000 	 9002 	 7.264e-06
 50000 	 40485 	 6.146e-06
 50000 	 37358 	 4.47e-06
 50000 	 3601 	 4.469e-06
 50000 	 43150 	 6.426e-06
 50000 	 2970 	 6.146e-06
 50000 	 1188 	 6.705e-06
 50000 	 3882 	 7.543e-06
 50000 	 8080 	 6.146e-06
 100000 	 16728 	 9.498e-06
 100000 	 59002 	 7.823e-06
 100000 	 90485 	 1.0616e-05
 100000 	 37358 	 7.543e-06
 100000 	 3601 	 7.264e-06
 100000 	 43150 	 6.985e-06
 100000 	 52970 	 8.661e-06
 100000 	 51188 	 6.705e-06
 100000 	 53882 	 6.985e-06
 100000 	 58080 	 6.426e-06
 500000 	 101935 	 9.499e-06
 500000 	 181195 	 7.823e-06
 500000 	 128330 	 8.101e-06
 500000 	 255823 	 9.219e-06
 500000 	 314044 	 1.0058e-05
 500000 	 138225 	 1.0616e-05
 500000 	 27654 	 8.381e-06
 500000 	 3659 	 8.381e-06
 500000 	 368100 	 1.0057e-05
 500000 	 396769 	 1.0337e-05
