100 4 1.60359e-05 
500 35 3.52849e-05 
1000 35 6.64069e-05 
5000 904 0.0003201612 
10000 904 0.0006688185 
50000 1188 0.0035637634 
100000 3601 0.0067266829 
500000 3659 0.0246504313 
